JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
AN	A NOUVEAU	AN000001	20200101	46720800	COMPTE PRORATA 1% CREDITEUR			35	20191130	TULIP SIT.1 SEPT-18	0,00	-96,60			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	02100300	DEPARDIEU	38	20191206	DEPARDIEU - F.MISE EN DEMEURE	0,00	30,00			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	00100003	SAINT LOUIS	30	20191212	68939 SAINT LOUIS RGT 04/20	0,00	34387,28			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	27	20191212	80126 BARBOSSA DUE 31/12	0,00	2237,04			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	28	20191212	80125 BARBOSSA DUE 31/12	0,00	711,85			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	29	20191212	80127 BARBOSSA DUE 31/12	0,00	1251,01			20200612		
AN	A NOUVEAU	AN000001	20200101	46710000	DEBITEUR DIVERS			21	20191213	ECH PRET ANNULE 27/04/20	1300,00	0,00			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	00100003	SAINT LOUIS	31	20191218	69044 SAINT LOUIS DUE 31/12	0,00	7796,34			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	32	20191219	80267 BARBOSSA DUE 31/12	0,00	120,55			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	00100001	ATHENA	34	20191223	ATHENAA ACPTE 9 SANITAIRE due	0,00	14912,08			20200612		
AN	A NOUVEAU	AN000001	20200101	46720800	COMPTE PRORATA 1% CREDITEUR			34	20191223	ATHENAA ACPTE 9 SANITAIRE	0,00	150,63			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	35	20191224	80345 BARBOSSA DUE 31/12	0,00	233,63			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	36	20191224	80344 BARBOSSA DUE 31/12	0,00	2832,98			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	00100001	ATHENA	33	20191231	ATHENA ACPTE 7 CHAUF.VENTILAT due	0,00	6165,33			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	00200003	BANQUE VANUATU	26	20191231	2354808 VANUATU CPTE 787 PLT 10-1	0,00	28,00			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	00300002	LEGOLAS	38	20191231	ACPTE 13 LEGOLAS PLAT.PEINTURE	0,00	11439,39			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	01500004	MITTERAND	37	20191231	MITTERAND SIT.9	0,00	14612,49			20200612		
AN	A NOUVEAU	AN000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	02590000	ARAGORN	24	20191231	AVANCE ME SUPERMAN	0,00	2803,08			20200612		
AN	A NOUVEAU	AN000001	20200101	41100000	COMPTE COLLECTIF CLIENTS	07590000	CLIENT H	21	20191231	CLIENT A DOUTEUX	0,00	15000,00			20200612		
AN	A NOUVEAU	AN000001	20200101	46720800	COMPTE PRORATA 1% CREDITEUR			33	20191231	ATHENA ACPTE 7 CHAUF.VENTILAT	0,00	62,28			20200612		
AN	A NOUVEAU	AN000001	20200101	46720800	COMPTE PRORATA 1% CREDITEUR			37	20191231	ACPTE 9 MITTERAND ELECTRICITE	0,00	147,60			20200612		
AN	A NOUVEAU	AN000001	20200101	46720800	COMPTE PRORATA 1% CREDITEUR			38	20191231	ACPTE 13 LEGOLAS PLAT.PEINTURE	0,00	115,55			20200612		
AN	A NOUVEAU	AN000001	20200101	10110000	CAPITAL SOUSCRIT NON APPELE			CEX0120	20200101	S.A.N.	0,00	3000,00			20210923		
AN	A NOUVEAU	AN000001	20200101	11900000	REPORT A NOUVEAU DEBITEUR			CEX0120	20200101	S.A.N.	9677,22	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	33110000	PRODUITS EN COURS DE PRODUCT°			CEX0120	20200101	S.A.N.	1089172,54	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	40810000	FOURNISSEURS FACT.NON PARVENUE			CEX0120	20200101	S.A.N.	0,00	3637,82			20210923		
AN	A NOUVEAU	AN000001	20200101	40910000	FOURNISSEURS AVANCES & ACOMPTE			CEX0120	20200101	S.A.N.	2803,08	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	41600000	CLIENTS DOUTEUX DIVERS			CEX0120	20200101	S.A.N.	15000,00	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	44566000	TVA/AC AUTRES BIENS & SERVICES			CEX0120	20200101	S.A.N.	10593,00	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	44566300	TVA/PRESTATIONS NON PAYEES			CEX0120	20200101	S.A.N.	20999,20	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	44566500	TVA/TRAVAUX RG			CEX0120	20200101	S.A.N.	2350,08	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	44567000	CREDIT DE TVA A REPORTER			CEX0120	20200101	S.A.N.	88590,00	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	44571000	TVA COLLECTEE 20%			CEX0120	20200101	S.A.N.	0,00	4667,00			20210923		
AN	A NOUVEAU	AN000001	20200101	44586000	TCA/FACT & AV NON PARVENUS			CEX0120	20200101	S.A.N.	606,30	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	44860000	ETAT - CHARGES A PAYER			CEX0120	20200101	S.A.N.	0,00	258,00			20210923		
AN	A NOUVEAU	AN000001	20200101	45510000	COMPTE COURANT DENFER			CEX0120	20200101	S.A.N.	0,00	642122,55			20210923		
AN	A NOUVEAU	AN000001	20200101	46712000	DEPARDIEU – PROVISION CHARGES			CEX0120	20200101	S.A.N.	8577,19	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	46712100	DEPARDIEU – FOND DE ROULEMENT			CEX0120	20200101	S.A.N.	1021,50	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	48600000	CHARGES CONSTATEES D'AVANCE			CEX0120	20200101	S.A.N.	23165,66	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	49100000	PROV°/DEPRECIAT° CLTS DOUTEUX			CEX0120	20200101	S.A.N.	0,00	12500,00			20210923		
AN	A NOUVEAU	AN000001	20200101	51260000	BANQUE VANUATU			CEX0120	20200101	S.A.N.	0,00	866579,60			20210923		
AN	A NOUVEAU	AN000001	20200101	51270000	BANQUE SAMOA			CEX0120	20200101	S.A.N.	593,04	0,00			20210923		
AN	A NOUVEAU	AN000001	20200101	51860000	BANQUE-INTERETS COURUS A PAYER			CEX0120	20200101	S.A.N.	0,00	6001,33			20210923		
AN	A NOUVEAU	AN000001	20200101	12900000	RESULTAT DE L'EXERCICE PERTE			SAN1	20200101	S.A.N.	321968,92	0,00			20210923		
CR	BANQUE VANUATU	CR000001	20200101	46710000	DEBITEUR DIVERS			1	20200101	DEBITEUR DIVERS	0,00	1300,00			20210923		
CR	BANQUE VANUATU	CR000001	20200101	51260000	BANQUE VANUATU			1	20200101	TOTAL DES RECETTES	1300,00	0,00			20210923		
IN	OD D'INVENTAIRE	IN000001	20200101	51860000	BANQUE-INTERETS COURUS A PAYER			1	20200101	ITS DEBITEURS CA 4T19	5864,65	0,00			20210923		
IN	OD D'INVENTAIRE	IN000001	20200101	66160000	INTERETS DEBITEURS			1	20200101	ITS DEBITEURS CA 4T19	0,00	5864,65			20210923		
IN	OD D'INVENTAIRE	IN000002	20200101	51860000	BANQUE-INTERETS COURUS A PAYER			2	20200101	ITS DEBITEURS SAM 4T19	30,02	0,00			20210923		
IN	OD D'INVENTAIRE	IN000002	20200101	66160000	INTERETS DEBITEURS			2	20200101	ITS DEBITEURS SAM 4T19	0,00	30,02			20210923		
IN	OD D'INVENTAIRE	IN000003	20200101	51860000	BANQUE-INTERETS COURUS A PAYER			3	20200101	COMMISSION & FRAIS 4T19	81,58	0,00			20210923		
IN	OD D'INVENTAIRE	IN000003	20200101	62780000	AUTRES FRAIS & COMM/P.SERVICES			3	20200101	COMMISSION & FRAIS 4T19	0,00	81,58			20210923		
IN	OD D'INVENTAIRE	IN000004	20200101	51860000	BANQUE-INTERETS COURUS A PAYER			4	20200101	FRAIS RECHERCHE VIRT 12-19	14,58	0,00			20210923		
IN	OD D'INVENTAIRE	IN000004	20200101	62780000	AUTRES FRAIS & COMM/P.SERVICES			4	20200101	FRAIS RECHERCHE VIRT 12-19	0,00	14,58			20210923		
IN	OD D'INVENTAIRE	IN000005	20200101	51860000	BANQUE-INTERETS COURUS A PAYER			5	20200101	FRAIS TENUE CTE SAM 12-19	10,50	0,00			20210923		
IN	OD D'INVENTAIRE	IN000005	20200101	62780000	AUTRES FRAIS & COMM/P.SERVICES			5	20200101	FRAIS TENUE CTE SAM 12-19	0,00	10,50			20210923		
IN	OD D'INVENTAIRE	IN000006	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	01100005	LOUIX XVI	6	20200101	CHQ 874 DU 22/12  LOUIX XVI	0,00	5180,00			20210923		
IN	OD D'INVENTAIRE	IN000006	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	01200003	WASHINGTON	6	20200101	CHQ 873 DU 20/12  WASHINGTON CHE	0,00	14400,00			20210923		
IN	OD D'INVENTAIRE	IN000006	20200101	51270000	BANQUE SAMOA			6	20200101	RAPPROCHT BANCAIRE	19580,00	0,00			20210923		
IN	OD D'INVENTAIRE	IN000007	20200101	41600000	CLIENTS DOUTEUX DIVERS			7	20200101	CLIENT A DOUTEUX	0,00	15000,00			20210923		
IN	OD D'INVENTAIRE	IN000007	20200101	41100000	COMPTE COLLECTIF CLIENTS	07590000	CLIENT H	7	20200101	CLIENT A DOUTEUX	15000,00	0,00			20210923		
IN	OD D'INVENTAIRE	IN000008	20200101	44860000	ETAT - CHARGES A PAYER			8	20200101	CVAE 2018	258,00	0,00			20210923		
IN	OD D'INVENTAIRE	IN000008	20200101	63511000	CET - CFE - CVAE			8	20200101	CVAE 2018	0,00	258,00			20210923		
IN	OD D'INVENTAIRE	IN000009	20200101	44566300	TVA/PRESTATIONS NON PAYEES			9	20200101	TVA/PRESTATIONS NON PAYEES	0,00	20999,20			20210923		
IN	OD D'INVENTAIRE	IN000009	20200101	44566000	TVA/AC AUTRES BIENS & SERVICES			9	20200101	TVA/PRESTATIONS NON PAYEES	20999,20	0,00			20210923		
IN	OD D'INVENTAIRE	IN000010	20200101	40910000	FOURNISSEURS AVANCES & ACOMPTE			10	20200101	AVANCE ME SUPERMAN	0,00	2803,08			20210923		
IN	OD D'INVENTAIRE	IN000010	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	02590000	ARAGORN	10	20200101	AVANCE ME SUPERMAN	2803,08	0,00			20210923		
IN	OD D'INVENTAIRE	IN000011	20200101	48600000	CHARGES CONSTATEES D'AVANCE			11	20200101	CCA- ITS DEBITEURS VANUATU 3T19	0,00	23146,81			20210923		
IN	OD D'INVENTAIRE	IN000011	20200101	66160000	INTERETS DEBITEURS			11	20200101	CCA- ITS DEBITEURS VANUATU 3T19	23146,81	0,00			20210923		
IN	OD D'INVENTAIRE	IN000012	20200101	48600000	CHARGES CONSTATEES D'AVANCE			12	20200101	CCA-ASS.HABITATION FRODON	0,00	18,85			20210923		
IN	OD D'INVENTAIRE	IN000012	20200101	61611000	ASSURANCE HABITATION			12	20200101	CCA-ASS.HABITATION FRODON	18,85	0,00			20210923		
IN	OD D'INVENTAIRE	IN000013	20200101	44571000	TVA COLLECTEE 20%			13	20200101	REGUL.TVA COLLECTEE	0,00	4667,00			20210923		
IN	OD D'INVENTAIRE	IN000013	20200101	44571000	TVA COLLECTEE 20%			13	20200101	REGUL.TVA COLLECTEE	4667,00	0,00			20210923		
IN	OD D'INVENTAIRE	IN000014	20200101	40810000	FOURNISSEURS FACT.NON PARVENUE			14	20200101	FNP-HONORAIRES COMPTA	3325,56	0,00			20210923		
IN	OD D'INVENTAIRE	IN000014	20200101	62260000	HONORAIRES ADMINISTRATIFS			14	20200101	FNP-HONORAIRES COMPTA	0,00	2771,30			20210923		
IN	OD D'INVENTAIRE	IN000014	20200101	44586000	TCA/FACT & AV NON PARVENUS			14	20200101	FNP-HONORAIRES COMPTA	0,00	554,26			20210923		
IN	OD D'INVENTAIRE	IN000015	20200101	40810000	FOURNISSEURS FACT.NON PARVENUE			15	20200101	FNP-TRAIT INFORMATIQUE	312,26	0,00			20210923		
IN	OD D'INVENTAIRE	IN000015	20200101	61860000	TRAITEMENT INFORMATIQUE			15	20200101	FNP-TRAIT INFORMATIQUE	0,00	260,22			20210923		
IN	OD D'INVENTAIRE	IN000015	20200101	44586000	TCA/FACT & AV NON PARVENUS			15	20200101	FNP-TRAIT INFORMATIQUE	0,00	52,04			20210923		
IN	OD D'INVENTAIRE	IN000016	20200101	33110000	PRODUITS EN COURS DE PRODUCT°			16	20200101	PRODUITS EN COURS DE PRODUCT°	0,00	1089172,54			20210923		
IN	OD D'INVENTAIRE	IN000016	20200101	71331000	VARIAT° DES PRODUITS EN COURS			16	20200101	PRODUITS EN COURS DE PRODUCT°	1089172,54	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000001	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	02100300	DEPARDIEU	2	20200101	DEPARDIEU - PROV.CHARGES 1T20	0,00	1564,63			20210923		
OD	OPERATIONS DIVERSES	OD000001	20200101	46712000	DEPARDIEU – PROVISION CHARGES			2	20200101	DEPARDIEU - PROV.CHARGES 1T20	1564,63	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000002	20200101	46712000	DEPARDIEU – PROVISION CHARGES			3	20200101	PROV.CH.COPRO.1T19/CLIENT D	0,00	699,23			20210923		
OD	OPERATIONS DIVERSES	OD000002	20200101	45510000	COMPTE COURANT DENFER			3	20200101	PROV.CH.COPRO.1T19/CLIENT D	699,23	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000003	20200101	45510000	COMPTE COURANT DENFER			4	20200101	CHQ HEISENBERG 06/09/19	0,00	10000,00			20210923		
OD	OPERATIONS DIVERSES	OD000003	20200101	40100000	COMPTE COLLECTIF FOURNISSEURS	01800000	HEISENBERG	4	20200101	CHQ HEISENBERG 06/09/19	10000,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000001	20200102	40100000	COMPTE COLLECTIF FOURNISSEURS	01200003	WASHINGTON	1	20200102	873 WASHINGTON CHEMINEES ET POEL	14400,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000001	20200102	40100000	COMPTE COLLECTIF FOURNISSEURS	01100005	LOUIX XVI	1	20200102	874 LOUIX XVI	5180,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000001	20200102	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	1	20200102	INT/FRAIS	111,65	0,00			20210923		
SAM	BANQUE SAMOA	SAM000001	20200102	51270000	BANQUE SAMOA			1	20200102	TOTAL DES DEPENSES	0,00	19691,65			20210923		
AC	ACHATS	AC000001	20200103	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	19.3	20200103	GRAY ARRETE 4E TR 019	0,00	111,65			20210923		
AC	ACHATS	AC000001	20200103	66160000	INTERETS DEBITEURS			19.3	20200103	GRAY ARRETE 4E TR 019	30,02	0,00			20210923		
AC	ACHATS	AC000001	20200103	62780000	AUTRES FRAIS & COMM/P.SERVICES			19.3	20200103	GRAY ARRETE 4E TR 019	81,63	0,00			20210923		
AC	ACHATS	AC000002	20200104	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	19.4	20200104	1231 GRAY	0,00	31,60			20210923		
AC	ACHATS	AC000002	20200104	44566000	TVA/AC AUTRES BIENS & SERVICES			19.4	20200104	1231 GRAY	3,52	0,00			20210923		
AC	ACHATS	AC000002	20200104	62780100	FRAIS BANCAIRES SOUMIS			19.4	20200104	1231 GRAY	17,58	0,00			20210923		
AC	ACHATS	AC000002	20200104	62780000	AUTRES FRAIS & COMM/P.SERVICES			19.4	20200104	1231 GRAY	10,50	0,00			20210923		
CR	BANQUE VANUATU	CR000002	20200108	40100000	COMPTE COLLECTIF FOURNISSEURS	00200003	BANQUE VANUATU	2	20200108	INT.DEBIT 99547	5864,65	0,00			20210923		
CR	BANQUE VANUATU	CR000002	20200108	51260000	BANQUE VANUATU			2	20200108	TOTAL DES DEPENSES	0,00	5864,65			20210923		
AC	ACHATS	AC000003	20200109	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	1	20200109	222 GRAY	0,00	34,00			20210923		
AC	ACHATS	AC000003	20200109	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	1	20200109	222 GRAY FRAIS DEC 019 / 62780	0,00	-34,00			20210923		
AC	ACHATS	AC000003	20200109	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	2	20200109	1181111 BARBOSSA  SANITAIRE APP.7	0,00	268,64			20210923		
AC	ACHATS	AC000003	20200109	44566000	TVA/AC AUTRES BIENS & SERVICES			2	20200109	1181111 BARBOSSA  SANITAIRE APP.7	44,77	0,00			20210923		
AC	ACHATS	AC000003	20200109	60542000	TX AGENCEMENT CLIENT D(7+8)			2	20200109	1181111 BARBOSSA  SANITAIRE APP.7	223,87	0,00			20210923		
AC	ACHATS	AC000004	20200109	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	3	20200109	1181112 BARBOSSA SANITAIRE	0,00	3769,66			20210923		
AC	ACHATS	AC000004	20200109	44566000	TVA/AC AUTRES BIENS & SERVICES			3	20200109	1181112 BARBOSSA SANITAIRE	628,28	0,00			20210923		
AC	ACHATS	AC000004	20200109	60541000	TRAVAUX AGENCEMENT APPART 1 BUTCHER			3	20200109	1181112 BARBOSSA SANITAIRE	3141,38	0,00			20210923		
AC	ACHATS	AC000005	20200109	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	4	20200109	1181113 BARBOSSA CARREL. APP 7 & 8	0,00	900,00			20210923		
AC	ACHATS	AC000005	20200109	44566000	TVA/AC AUTRES BIENS & SERVICES			4	20200109	1181113 BARBOSSA CARREL. APP 7 & 8	150,00	0,00			20210923		
AC	ACHATS	AC000005	20200109	60542000	TX AGENCEMENT CLIENT D(7+8)			4	20200109	1181113 BARBOSSA CARREL. APP 7 & 8	750,00	0,00			20210923		
AC	ACHATS	AC000006	20200109	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	5	20200109	1181115 BARBOSSA SANIATAIRE APP.8	0,00	2411,62			20210923		
AC	ACHATS	AC000006	20200109	44566000	TVA/AC AUTRES BIENS & SERVICES			5	20200109	1181115 BARBOSSA SANIATAIRE APP.8	401,94	0,00			20210923		
AC	ACHATS	AC000006	20200109	60542000	TX AGENCEMENT CLIENT D(7+8)			5	20200109	1181115 BARBOSSA SANIATAIRE APP.8	2009,68	0,00			20210923		
SAM	BANQUE SAMOA	SAM000002	20200110	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	2	20200110	FRE 1231	31,60	0,00			20210923		
SAM	BANQUE SAMOA	SAM000002	20200110	51270000	BANQUE SAMOA			2	20200110	TOTAL DES DEPENSES	0,00	31,60			20210923		
CR2	BANQUE FIDJI	CR2000001	20200110	40100000	COMPTE COLLECTIF FOURNISSEURS	00200003	BANQUE VANUATU	1	20200110	FRE 78105	28,00	0,00			20210923		
CR2	BANQUE FIDJI	CR2000001	20200110	51261000	BANQUE FIDJI			1	20200110	TOTAL DES DEPENSES	0,00	28,00			20210923		
SAM	BANQUE SAMOA	SAM000003	20200115	40100000	COMPTE COLLECTIF FOURNISSEURS	00300002	LEGOLAS	3	20200115	878 LEGOLAS	7864,15	0,00			20210923		
SAM	BANQUE SAMOA	SAM000003	20200115	51270000	BANQUE SAMOA			3	20200115	TOTAL DES DEPENSES	0,00	7864,15			20210923		
SAM	BANQUE SAMOA	SAM000004	20200115	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	5	20200115	COM.INTERVENTION	8,50	0,00			20210923		
SAM	BANQUE SAMOA	SAM000004	20200115	51270000	BANQUE SAMOA			5	20200115	TOTAL DES DEPENSES	0,00	8,50			20210923		
SAM	BANQUE SAMOA	SAM000005	20200116	45510000	COMPTE COURANT DENFER			4	20200116	CPTE MR OU MME DENFER	0,00	10000,00			20210923		
SAM	BANQUE SAMOA	SAM000005	20200116	51270000	BANQUE SAMOA			4	20200116	TOTAL DES RECETTES	10000,00	0,00			20210923		
AC	ACHATS	AC000007	20200120	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	6	20200120	1181246 BARBOSSA SANIT. APP.7 & 8	0,00	1686,50			20210923		
AC	ACHATS	AC000007	20200120	44566000	TVA/AC AUTRES BIENS & SERVICES			6	20200120	1181246 BARBOSSA SANIT. APP.7 & 8	281,08	0,00			20210923		
AC	ACHATS	AC000007	20200120	60542000	TX AGENCEMENT CLIENT D(7+8)			6	20200120	1181246 BARBOSSA SANIT. APP.7 & 8	1405,42	0,00			20210923		
AC	ACHATS	AC000008	20200120	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	7	20200120	1181251 BARBOSSA SANITAIRE APP.7	0,00	1356,22			20210923		
AC	ACHATS	AC000008	20200120	44566000	TVA/AC AUTRES BIENS & SERVICES			7	20200120	1181251 BARBOSSA SANITAIRE APP.7	226,04	0,00			20210923		
AC	ACHATS	AC000008	20200120	60542000	TX AGENCEMENT CLIENT D(7+8)			7	20200120	1181251 BARBOSSA SANITAIRE APP.7	1130,18	0,00			20210923		
AC	ACHATS	AC000009	20200120	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	8	20200120	1181252 BARBOSSA SANITAIRE APP.8	0,00	2192,26			20210923		
AC	ACHATS	AC000009	20200120	44566000	TVA/AC AUTRES BIENS & SERVICES			8	20200120	1181252 BARBOSSA SANITAIRE APP.8	365,38	0,00			20210923		
AC	ACHATS	AC000009	20200120	60542000	TX AGENCEMENT CLIENT D(7+8)			8	20200120	1181252 BARBOSSA SANITAIRE APP.8	1826,88	0,00			20210923		
AC	ACHATS	AC000010	20200127	45510000	COMPTE COURANT DENFER			9	20200127	201 TRUMP	0,00	5,45			20210923		
AC	ACHATS	AC000010	20200127	62610000	AFFRANCHISSEMENT			9	20200127	201 TRUMP	5,45	0,00			20210923		
AC	ACHATS	AC000011	20200127	40100000	COMPTE COLLECTIF FOURNISSEURS	00700000	D’ARTAGNAN	10	20200127	153672 D’ARTAGNAN	0,00	1541,09			20210923		
AC	ACHATS	AC000011	20200127	44566000	TVA/AC AUTRES BIENS & SERVICES			10	20200127	153672 D’ARTAGNAN	256,85	0,00			20210923		
AC	ACHATS	AC000011	20200127	60541000	TRAVAUX AGENCEMENT APPART 1 BUTCHER			10	20200127	153672 D’ARTAGNAN ENT.CLIENT E	1284,24	0,00			20210923		
AC	ACHATS	AC000012	20200127	40100000	COMPTE COLLECTIF FOURNISSEURS	00300002	LEGOLAS	11	20200127	DPL ACPTE 14 PLATRERIE PEINTUR	0,00	9688,68			20210923		
AC	ACHATS	AC000012	20200127	46720800	COMPTE PRORATA 1% CREDITEUR			11	20200127	DPL ACPTE 14 PLATRERIE PEINTUR	0,00	97,86			20210923		
AC	ACHATS	AC000012	20200127	60544000	TRAVAUX AGENCEMENT APPART 1 HADDOCK			11	20200127	DPL ACPTE 14 PLATRERIE PEINTUR	8155,45	0,00			20210923		
AC	ACHATS	AC000012	20200127	44566000	TVA/AC AUTRES BIENS & SERVICES			11	20200127	DPL ACPTE 14 PLATRERIE PEINTUR	1631,09	0,00			20210923		
AC	ACHATS	AC000013	20200127	40100000	COMPTE COLLECTIF FOURNISSEURS	01500004	MITTERAND	12	20200127	MITTERAND ACPTE 11 APP.7 & 8	0,00	26668,41			20210923		
AC	ACHATS	AC000013	20200127	40100000	COMPTE COLLECTIF FOURNISSEURS	01500004	MITTERAND	12	20200127	MITTERAND ACPTE 11 APP.7 & 8 RG	0,00	39,02			20210923		
AC	ACHATS	AC000013	20200127	60542000	TX AGENCEMENT CLIENT D(7+8)			12	20200127	MITTERAND ACPTE 11 APP.7 & 8 RG	32,52	0,00			20210923		
AC	ACHATS	AC000013	20200127	44566500	TVA/TRAVAUX RG			12	20200127	MITTERAND ACPTE 11 APP.7 & 8 RG	6,50	0,00			20210923		
AC	ACHATS	AC000013	20200127	60542000	TX AGENCEMENT CLIENT D(7+8)			12	20200127	MITTERAND ACPTE 11 APP.7 & 8	22448,48	0,00			20210923		
AC	ACHATS	AC000013	20200127	44566000	TVA/AC AUTRES BIENS & SERVICES			12	20200127	MITTERAND ACPTE 11 APP.7 & 8	4489,70	0,00			20210923		
AC	ACHATS	AC000013	20200127	46720800	COMPTE PRORATA 1% CREDITEUR			12	20200127	MITTERAND ACPTE 11 APP.7 & 8	0,00	269,77			20210923		
AC	ACHATS	AC000014	20200127	40100000	COMPTE COLLECTIF FOURNISSEURS	00700000	D’ARTAGNAN	13	20200127	153673 D’ARTAGNAN  APP.4E ETAGE	0,00	2871,84			20210923		
AC	ACHATS	AC000014	20200127	44566000	TVA/AC AUTRES BIENS & SERVICES			13	20200127	153673 D’ARTAGNAN  APP.4E ETAGE	478,64	0,00			20210923		
AC	ACHATS	AC000014	20200127	60542000	TX AGENCEMENT CLIENT D(7+8)			13	20200127	153673 D’ARTAGNAN  APP.4E ETAGE	2393,20	0,00			20210923		
AC	ACHATS	AC000015	20200127	40100000	COMPTE COLLECTIF FOURNISSEURS	01500004	MITTERAND	14	20200127	MITTERAND ACPTE 10 LOGT 4B	0,00	3302,05			20210923		
AC	ACHATS	AC000015	20200127	46720800	COMPTE PRORATA 1% CREDITEUR			14	20200127	MITTERAND ACPTE 10 LOGT 4B	0,00	33,35			20210923		
AC	ACHATS	AC000015	20200127	44566000	TVA/AC AUTRES BIENS & SERVICES			14	20200127	MITTERAND ACPTE 10 LOGT 4B	555,90	0,00			20210923		
AC	ACHATS	AC000015	20200127	60541000	TRAVAUX AGENCEMENT APPART 1 BUTCHER			14	20200127	MITTERAND ACPTE 10 LOGT 4B	2779,50	0,00			20210923		
AC	ACHATS	AC000016	20200127	40100000	COMPTE COLLECTIF FOURNISSEURS	00300002	LEGOLAS	19.6	20200127	4887  LEGOLAS	0,00	1805,07			20210923		
AC	ACHATS	AC000016	20200127	40100000	COMPTE COLLECTIF FOURNISSEURS	00300002	LEGOLAS	19.6	20200127	4887  LEGOLAS RAVALEMENT RG	0,00	95,00			20210923		
AC	ACHATS	AC000016	20200127	60520000	TRAVAUX SECOND OEUVRE			19.6	20200127	4887  LEGOLAS RAVALEMENT	1583,39	0,00			20210923		
AC	ACHATS	AC000016	20200127	44566500	TVA/TRAVAUX RG			19.6	20200127	4887  LEGOLAS RAVALEMENT RG	15,83	0,00			20210923		
